id,carat,cut,color,clarity,depth,table,x,y,z,price
33759,0.3,Ideal,G,VVS2,62.7,57.0,4.34,4.3,2.71,878
66784,0.53,Ideal,D,VS1,61.8,57.0,5.18,5.2,3.21,1879
50014,0.41,Premium,I,VVS1,62.3,59.0,4.72,4.77,2.96,923
18509,0.71,Very Good,E,VS2,60.7,58.0,5.75,5.81,3.51,3217
63101,0.9,Good,F,SI2,59.5,61.0,6.31,6.26,3.73,3742
182079,0.4,Ideal,H,VVS1,60.8,55.0,4.78,4.81,2.92,1044
60159,1.73,Very Good,E,SI2,63.1,58.0,7.65,7.54,4.79,15137
187411,0.31,Good,E,VS2,63.1,57.0,4.3,4.34,2.73,680
147498,0.31,Good,E,SI1,63.5,57.0,4.28,4.33,2.73,544
117655,0.3,Good,E,SI2,63.8,56.0,4.29,4.28,2.73,393
185653,0.82,Premium,G,SI2,60.7,56.0,6.09,6.06,3.67,2276
137106,1.22,Premium,H,SI1,62.7,58.0,6.83,6.8,4.28,7078
136367,0.57,Ideal,D,VS1,62.1,57.0,5.31,5.32,3.3,2272
43733,0.5,Ideal,H,VS1,62.4,54.0,5.12,5.15,3.2,1429
50109,0.81,Ideal,E,SI1,62.2,57.0,5.99,5.96,3.72,3105
122759,0.9,Ideal,I,SI1,62.0,55.0,6.18,6.22,3.83,3020
27894,1.61,Ideal,F,VS2,62.6,55.4,7.44,7.47,4.67,13127
30550,1.5,Ideal,I,SI1,60.8,60.0,7.36,7.41,4.49,8291
22550,1.57,Premium,E,SI1,62.8,58.0,7.39,7.44,4.66,12644
121424,1.01,Premium,G,SI1,62.7,58.0,6.38,6.41,4.01,4276
47731,0.41,Premium,H,VS1,60.6,58.0,4.83,4.86,2.94,850
124491,0.92,Good,I,SI1,63.8,56.0,6.24,6.18,3.96,3251
49207,1.28,Ideal,G,VS2,60.0,57.0,7.06,7.12,4.27,7577
58969,0.6,Ideal,D,VS2,61.2,57.0,5.41,5.45,3.32,2055
127355,0.7,Premium,F,SI1,62.1,58.0,5.69,5.63,3.52,2838
105594,0.37,Ideal,F,IF,61.4,55.0,4.61,4.64,2.84,1176
92002,0.51,Ideal,D,VS2,61.9,56.0,5.14,5.16,3.19,1716
126137,0.7,Ideal,G,VS2,58.9,57.0,5.78,5.83,3.39,2596
126692,0.53,Ideal,F,VS1,61.1,57.0,5.22,5.26,3.21,1624
51435,0.35,Ideal,F,IF,61.3,54.0,4.6,4.63,2.83,1101
85793,0.4,Ideal,I,VVS1,62.6,56.0,4.72,4.75,2.96,1218
189205,0.33,Premium,I,VS1,60.8,58.0,4.41,4.45,2.69,521
172126,1.01,Good,G,SI1,64.1,59.0,6.35,6.31,4.05,5123
135292,0.3,Ideal,F,VVS1,61.8,56.0,4.33,4.34,2.68,814
114891,0.51,Ideal,D,VS2,62.8,54.0,5.12,5.08,3.21,1778
31807,1.29,Very Good,E,VS2,61.9,58.0,6.92,6.94,4.32,10752
17047,2.01,Ideal,I,SI2,62.9,57.0,8.07,8.0,5.05,13905
136696,0.51,Ideal,G,VS2,61.7,56.0,5.11,5.17,3.17,1423
113244,0.5,Premium,F,SI1,61.2,60.0,5.13,5.1,3.13,1286
138682,0.42,Ideal,H,VVS1,61.1,56.0,4.83,4.82,2.95,1082
29775,0.61,Premium,E,SI1,60.1,58.0,5.53,5.51,3.32,1750
179390,0.44,Ideal,H,IF,61.9,57.0,4.88,4.91,3.03,1304
58127,0.3,Ideal,I,VS1,61.0,57.0,4.34,4.39,2.66,623
104842,0.93,Premium,F,SI2,61.9,58.0,6.3,6.22,3.86,3618
97923,0.73,Ideal,F,VVS2,62.0,55.0,5.79,5.77,3.58,3611
64710,1.0,Good,D,SI1,63.8,59.0,6.29,6.34,4.02,5226
140615,1.51,Premium,H,VS2,62.0,59.0,7.38,7.4,4.58,11019
48661,0.74,Ideal,F,SI1,62.6,55.0,5.78,5.74,3.6,2527
80601,1.02,Good,E,SI2,63.8,55.0,6.4,6.36,4.07,4284
109648,1.01,Good,F,VS2,63.6,60.0,6.31,6.37,4.04,6416
182425,1.06,Ideal,G,VS2,61.4,57.0,6.57,6.54,4.02,7072
33154,0.53,Ideal,E,SI2,62.3,56.0,5.16,5.19,3.23,1241
20355,0.27,Very Good,E,VVS2,62.7,59.0,4.17,4.2,2.6,554
185878,0.34,Ideal,E,SI1,61.4,53.0,4.48,4.51,2.76,596
173337,2.52,Ideal,I,SI2,60.5,55.0,8.81,8.85,5.3,15092
89250,1.2,Premium,G,VVS2,63.0,59.0,6.77,6.7,4.24,9972
23637,0.3,Ideal,G,VVS1,61.0,54.0,4.33,4.36,2.65,635
4649,1.11,Fair,E,SI1,64.4,57.0,6.47,6.51,4.15,5082
118933,1.01,Ideal,G,VS1,62.5,56.0,6.4,6.42,4.01,7293
128384,1.12,Premium,I,VS1,59.4,59.0,6.78,6.82,4.04,8467
124547,1.11,Very Good,H,SI2,63.3,59.0,6.63,6.59,4.17,4399
164336,0.41,Very Good,G,VS1,62.0,57.0,4.77,4.82,2.97,899
31020,1.05,Premium,F,SI2,60.2,60.0,6.59,6.62,3.98,5173
100076,1.5,Premium,F,VS2,60.2,59.0,7.45,7.41,4.46,13194
7492,0.41,Ideal,D,SI2,62.9,56.0,4.79,4.77,2.99,876
16799,0.78,Very Good,F,VS1,61.9,60.0,5.91,5.94,3.67,3393
116950,0.41,Very Good,I,SI1,63.1,59.0,4.7,4.67,2.96,809
116010,0.34,Ideal,G,VS1,61.1,57.0,4.52,4.48,2.75,696
141051,0.71,Ideal,E,VVS2,61.9,57.0,5.7,5.73,3.54,2802
187629,0.37,Premium,F,VS1,59.3,58.0,4.66,4.68,2.76,811
48199,0.29,Ideal,H,SI1,61.8,54.0,4.27,4.3,2.64,453
63763,1.03,Premium,G,SI1,58.0,59.0,6.67,6.61,3.9,4709
125319,0.42,Very Good,G,VS2,60.5,56.0,4.86,4.82,2.92,978
76378,1.01,Good,E,SI2,64.2,59.0,6.34,6.31,4.07,3737
43586,0.41,Ideal,F,VVS2,60.6,56.0,4.8,4.83,2.92,1115
158952,0.81,Ideal,D,SI1,62.6,57.0,5.97,5.95,3.73,3669
22142,0.42,Premium,G,VVS2,59.1,57.0,4.96,4.9,2.93,1076
56527,1.54,Premium,D,SI2,61.0,59.0,7.4,7.44,4.52,9482
189832,0.7,Very Good,I,VS2,62.8,56.0,5.67,5.72,3.58,2361
122820,0.3,Very Good,G,VVS2,59.5,62.0,4.38,4.42,2.62,665
138524,0.59,Ideal,F,SI1,61.9,55.0,5.38,5.43,3.35,1642
46741,0.7,Ideal,D,SI1,61.4,56.0,5.76,5.72,3.52,2782
89900,0.7,Premium,F,SI1,60.8,59.0,5.75,5.72,3.49,2397
166557,0.31,Ideal,H,IF,61.0,56.0,4.37,4.39,2.68,749
100016,1.34,Very Good,G,VVS2,62.9,56.0,7.05,7.07,4.42,13206
122758,0.5,Good,E,VS2,63.3,58.0,5.06,5.04,3.19,1395
113723,0.4,Ideal,H,VVS2,62.0,56.0,4.69,4.73,2.92,886
34985,0.39,Ideal,H,VS2,60.4,61.0,4.7,4.74,2.85,784
146507,0.72,Very Good,D,SI1,60.5,59.0,5.77,5.83,3.52,3192
179312,0.42,Ideal,G,VS2,61.6,56.0,4.83,4.87,2.98,891
182665,0.32,Ideal,E,VVS2,62.3,56.0,4.37,4.4,2.73,842
110259,0.7,Premium,G,SI1,61.3,60.0,5.72,5.73,3.51,2260
131609,0.33,Premium,H,VVS1,59.3,59.0,4.53,4.47,2.66,854
187301,0.85,Ideal,E,SI2,62.5,56.0,6.1,6.06,3.82,3121
39354,0.4,Ideal,E,VS2,62.2,56.0,4.74,4.72,2.94,975
190932,2.13,Ideal,H,SI2,62.5,57.0,8.23,8.16,5.12,16425
182800,1.01,Premium,E,SI1,62.6,59.0,6.38,6.35,3.99,5231
38369,0.72,Very Good,E,VS2,59.5,59.0,5.81,5.9,3.48,2973
47696,0.3,Premium,E,SI2,60.1,60.0,4.33,4.31,2.59,378
142647,0.54,Ideal,E,SI1,61.6,56.0,5.23,5.28,3.24,1361
146628,1.01,Very Good,E,VS2,62.9,58.0,6.36,6.4,4.01,6628
119549,1.22,Ideal,I,SI1,62.7,57.0,6.78,6.82,4.27,5182
86224,1.51,Premium,I,VS2,62.1,58.0,7.28,7.34,4.54,8977
182336,1.5,Very Good,F,SI1,62.6,56.0,7.29,7.26,4.55,7520
188753,0.23,Very Good,E,VVS1,62.2,58.0,3.9,3.94,2.44,530
167389,0.5,Ideal,G,VVS2,62.7,57.0,5.08,5.05,3.18,1920
51723,0.5,Ideal,E,VS2,61.7,56.0,5.07,5.1,3.14,1690
193002,0.59,Ideal,E,VS2,61.2,56.0,5.38,5.43,3.31,1917
159866,0.72,Ideal,E,SI1,62.2,56.0,5.74,5.72,3.57,2567
171229,1.62,Premium,H,VS1,61.1,59.0,7.59,7.54,4.63,11868
73032,0.32,Very Good,F,VVS1,63.2,55.0,4.35,4.33,2.74,990
7788,0.9,Very Good,E,SI1,63.5,58.0,6.12,6.08,3.88,4165
95573,0.41,Ideal,E,VVS2,61.2,56.0,4.79,4.83,2.94,1187
100086,0.7,Good,E,VS2,60.8,62.0,5.67,5.7,3.46,2908
63341,0.43,Premium,E,SI2,60.9,58.0,4.9,4.86,2.97,919
65655,1.12,Premium,G,SI1,62.2,59.0,6.68,6.64,4.14,5096
109775,0.81,Very Good,G,SI2,63.1,57.0,5.97,5.92,3.74,2749
153173,0.4,Ideal,F,VS2,62.6,57.0,4.72,4.68,2.94,1050
28038,1.05,Ideal,G,SI1,61.6,54.0,6.51,6.57,4.03,5739
175741,0.58,Premium,F,SI1,61.1,58.0,5.38,5.41,3.3,1617
153201,1.56,Ideal,I,SI1,62.2,58.0,7.43,7.4,4.6,7906
19618,1.13,Very Good,F,VS1,62.0,58.0,6.61,6.66,4.11,7955
180932,0.46,Ideal,F,SI2,61.9,56.0,4.92,4.95,3.05,1163
182181,0.3,Premium,G,VS2,59.2,58.0,4.4,4.38,2.6,630
75076,1.18,Ideal,F,VS1,62.0,56.0,6.8,6.83,4.24,8115
133383,1.02,Ideal,J,SI1,62.6,57.0,6.45,6.39,4.02,3959
107952,0.4,Premium,E,VS1,59.8,59.0,4.81,4.78,2.87,1000
12724,0.73,Ideal,E,SI1,60.9,56.0,5.81,5.89,3.56,2329
122637,0.3,Ideal,D,VS1,62.1,54.0,4.34,4.31,2.69,664
76043,1.0,Very Good,D,SI1,59.8,59.0,6.5,6.54,3.89,5242
81594,1.0,Good,D,SI1,61.9,63.0,6.34,6.4,3.94,5796
4592,0.51,Ideal,E,VS2,61.3,56.0,5.15,5.18,3.17,1692
168312,1.21,Ideal,D,VS1,62.6,55.0,6.78,6.86,4.27,10270
133928,0.37,Premium,F,VS2,60.3,59.0,4.67,4.71,2.82,784
45389,2.03,Premium,E,SI2,60.4,58.0,8.18,8.12,4.94,11156
13994,0.38,Ideal,E,SI1,61.2,55.0,4.7,4.74,2.89,898
130590,1.5,Good,I,VS1,63.7,54.0,7.26,7.31,4.63,9890
18230,0.53,Ideal,D,VS2,60.8,56.0,5.28,5.25,3.21,1956
75450,1.02,Very Good,D,SI2,63.5,58.0,6.38,6.36,4.05,4884
149801,0.31,Very Good,E,VS2,62.4,58.0,4.3,4.36,2.7,633
97969,0.5,Ideal,F,SI1,61.0,57.0,5.14,5.12,3.13,1220
79856,1.07,Premium,H,VS1,62.4,59.0,6.53,6.49,4.07,6288
159236,0.56,Ideal,G,VS1,62.5,55.0,5.27,5.25,3.29,1786
72275,1.01,Ideal,F,SI2,62.7,55.0,6.37,6.43,4.02,3662
34657,0.42,Ideal,E,SI1,61.6,55.0,4.85,4.79,2.97,810
11760,1.01,Very Good,E,SI2,62.8,59.0,6.37,6.44,4.02,4151
81274,0.38,Ideal,H,SI1,61.1,57.0,4.65,4.63,2.84,630
53252,0.71,Ideal,E,VS2,60.6,57.0,5.81,5.78,3.52,2398
189070,1.13,Ideal,G,VS1,62.3,56.0,6.68,6.61,4.14,6928
43985,1.01,Very Good,D,SI1,58.9,59.0,6.53,6.59,3.88,5661
180020,0.8,Very Good,F,SI1,59.7,61.0,6.04,6.02,3.59,2789
97207,1.26,Ideal,F,VS1,62.8,56.0,6.86,6.8,4.3,9681
112511,0.32,Ideal,I,VS2,61.5,56.0,4.36,4.41,2.7,503
140947,0.9,Ideal,G,VS1,61.1,57.0,6.19,6.22,3.8,4680
103393,0.33,Ideal,E,IF,61.5,55.0,4.46,4.43,2.74,1018
138070,1.21,Ideal,H,SI1,62.4,56.0,6.76,6.8,4.24,6225
149920,0.35,Good,F,VS2,58.5,61.0,4.65,4.69,2.7,722
131283,0.33,Ideal,G,VS1,61.4,55.0,4.48,4.45,2.74,854
43529,0.34,Ideal,G,SI2,62.0,56.0,4.48,4.52,2.79,453
115203,0.7,Ideal,D,SI2,61.8,55.0,5.71,5.74,3.54,2485
103982,0.71,Very Good,G,SI1,63.1,54.0,5.65,5.62,3.56,2084
43359,1.01,Ideal,G,VVS2,62.0,57.0,6.39,6.41,3.98,8079
8757,1.52,Premium,D,SI1,62.3,58.0,7.3,7.35,4.57,12899
184993,0.57,Ideal,E,SI1,62.1,56.0,5.35,5.36,3.32,1609
146546,1.11,Premium,H,VS2,61.1,59.0,6.75,6.7,4.11,5315
160472,0.4,Ideal,D,VS2,62.5,57.0,4.69,4.73,2.94,963
177143,0.52,Very Good,G,VVS2,62.9,57.0,5.09,5.12,3.2,1827
71037,1.5,Good,D,SI1,64.1,57.0,7.08,7.12,4.56,12897
163675,1.05,Ideal,G,SI2,62.1,55.0,6.55,6.53,4.06,4211
166868,0.5,Very Good,D,SI2,63.4,56.0,5.05,5.02,3.19,1040
20320,2.01,Premium,J,SI2,62.1,58.0,8.06,8.01,4.99,15354
124244,1.0,Very Good,D,SI2,63.1,58.0,6.35,6.38,4.01,3544
153202,0.61,Very Good,J,VS2,61.9,56.0,5.49,5.5,3.39,1073
60407,0.7,Premium,H,VS1,61.5,60.0,5.74,5.69,3.51,2641
187579,0.35,Ideal,F,VS2,62.7,56.0,4.52,4.47,2.81,906
148102,0.33,Ideal,G,VS1,62.2,56.0,4.46,4.41,2.76,854
128187,1.5,Premium,I,SI2,60.7,58.0,7.39,7.36,4.5,7358
160725,1.91,Very Good,F,SI2,62.4,59.0,7.87,7.96,4.94,10043
159712,1.24,Ideal,F,VS1,61.7,57.0,6.92,6.89,4.26,10588
3229,0.32,Ideal,F,SI1,62.5,55.0,4.37,4.41,2.74,550
92754,0.7,Very Good,G,VVS2,62.9,56.0,5.69,5.65,3.56,2875
45695,1.22,Premium,F,VS2,62.1,59.0,6.84,6.81,4.24,9199
186838,1.23,Ideal,G,VS2,61.2,56.0,6.92,6.96,4.25,7983
8647,0.81,Very Good,F,SI1,62.4,57.0,5.91,5.95,3.69,2994
136243,1.0,Very Good,E,SI1,63.1,60.0,6.33,6.34,4.0,5386
13558,1.01,Very Good,D,VS2,63.3,58.0,6.38,6.31,4.02,6915
74819,0.31,Very Good,D,SI2,63.5,55.0,4.31,4.28,2.74,489
33668,0.51,Premium,F,VS1,62.1,58.0,5.08,5.1,3.16,1662
97432,0.3,Ideal,F,VS2,62.5,57.0,4.3,4.26,2.67,776
133199,0.32,Good,F,VS2,63.7,56.0,4.33,4.3,2.76,603
117864,1.51,Premium,F,SI1,62.9,59.0,7.3,7.26,4.57,11873
27828,1.02,Ideal,H,SI2,62.2,55.0,6.43,6.46,4.01,4425
41201,0.3,Ideal,E,VVS1,62.4,56.0,4.28,4.31,2.68,862
44568,2.2,Ideal,H,VS2,60.7,56.0,8.47,8.43,5.12,18756
164738,1.06,Ideal,H,SI2,61.3,57.0,6.54,6.57,4.01,4042
87377,1.22,Premium,F,SI2,62.7,60.0,6.83,6.77,4.27,6518
21515,1.2,Good,G,VVS2,63.1,56.0,6.73,6.68,4.22,11061
117945,0.42,Ideal,D,VVS2,62.2,55.0,4.79,4.82,2.99,1289
107091,0.3,Ideal,G,VVS2,60.8,57.0,4.35,4.38,2.65,684
52878,0.31,Ideal,E,VS1,62.3,56.0,4.35,4.33,2.71,942
159292,0.7,Good,E,VS1,63.1,57.0,5.62,5.67,3.56,3234
82494,2.01,Very Good,H,SI1,62.9,57.0,8.01,7.99,5.06,14915
85259,0.25,Ideal,H,VS1,61.2,57.0,4.05,4.08,2.48,400
133561,0.42,Premium,E,VS1,61.6,58.0,4.82,4.84,2.97,1184
152156,2.01,Very Good,I,SI1,62.5,60.0,8.04,7.99,5.0,15615
178394,1.09,Ideal,E,SI1,61.6,57.0,6.65,6.67,4.1,5438
50430,1.22,Premium,G,SI1,60.1,58.0,6.98,6.92,4.18,6492
136063,1.01,Very Good,F,SI2,62.8,59.0,6.34,6.36,3.98,4102
31417,1.22,Premium,E,SI2,60.7,58.0,6.88,6.91,4.18,5963
191960,0.37,Ideal,D,VS1,61.1,56.0,4.63,4.64,2.83,910
184063,1.53,Ideal,G,SI1,62.8,57.0,7.38,7.35,4.62,9224
41299,0.33,Ideal,H,VVS1,61.2,55.0,4.48,4.51,2.75,730
30939,0.9,Ideal,F,SI1,63.0,57.0,6.08,6.12,3.85,3781
71810,0.61,Premium,D,SI1,62.7,58.0,5.4,5.35,3.37,2263
63562,0.31,Very Good,G,SI2,57.9,60.0,4.33,4.35,2.4,363
140684,1.0,Very Good,H,VS1,61.8,57.0,6.34,6.39,3.93,6048
34810,1.06,Very Good,E,SI1,62.7,58.0,6.45,6.51,4.06,5361
185752,0.38,Ideal,J,VVS1,60.1,57.0,4.75,4.7,2.84,994
137960,2.07,Premium,G,SI2,62.8,58.0,8.12,8.08,5.08,13846
81233,0.5,Very Good,G,VS1,63.5,56.0,5.07,5.03,3.21,1607
107252,0.9,Good,I,SI1,63.8,58.0,6.09,6.15,3.91,4682
189676,1.51,Premium,J,VVS2,62.2,61.0,7.33,7.31,4.55,9030
53793,1.01,Very Good,H,SI1,63.3,59.0,6.34,6.39,4.02,4759
136057,0.71,Ideal,E,VS2,61.6,56.0,5.72,5.76,3.53,2891
16153,1.02,Very Good,D,SI2,63.3,56.0,6.34,6.41,4.03,4838
148637,0.3,Ideal,F,VVS1,62.3,55.0,4.3,4.32,2.68,1010
145040,1.01,Good,F,SI1,61.9,61.0,6.31,6.35,3.9,4636
68597,0.41,Good,J,VS2,63.4,56.0,4.71,4.74,2.99,599
80300,0.35,Premium,F,SI1,61.3,58.0,4.54,4.56,2.78,705
169515,0.9,Good,D,SI2,57.9,65.0,6.33,6.37,3.69,3209
121730,0.3,Premium,H,VVS1,60.8,59.0,4.29,4.32,2.62,707
80980,1.2,Ideal,G,IF,60.3,55.0,6.85,6.9,4.15,10497
159354,0.35,Ideal,E,IF,61.1,56.0,4.55,4.57,2.79,1134
178446,1.03,Premium,E,SI1,62.7,58.0,6.46,6.4,4.03,5338
83209,0.51,Premium,E,VS2,61.6,58.0,5.18,5.14,3.18,1813
90311,1.29,Premium,G,VS1,60.7,58.0,7.07,7.03,4.27,9711
89114,1.0,Good,J,SI1,64.0,59.0,6.27,6.24,4.01,3734
21573,0.72,Ideal,D,SI1,60.2,57.0,5.77,5.82,3.49,2843
108565,0.56,Ideal,G,VS2,60.9,55.0,5.33,5.29,3.23,1591
153407,0.43,Ideal,F,VS1,62.1,54.0,4.83,4.79,2.99,1129
88090,1.06,Very Good,H,SI2,63.1,55.0,6.53,6.61,4.13,5141
89327,0.42,Ideal,E,VS2,62.7,56.0,4.82,4.79,3.01,1024
17823,0.74,Ideal,D,SI1,61.6,56.0,5.79,5.82,3.58,2915
46144,1.2,Ideal,E,VS1,62.2,57.0,6.79,6.82,4.22,8089
111236,0.32,Very Good,I,SI1,63.1,58.0,4.37,4.35,2.75,472
121422,0.56,Ideal,H,IF,62.0,57.0,5.29,5.28,3.28,2157
191189,0.9,Very Good,F,VS2,62.2,56.0,6.14,6.09,3.82,4267
177959,0.31,Very Good,J,IF,62.3,58.0,4.31,4.35,2.69,863
4808,1.02,Ideal,G,SI1,61.6,56.0,6.48,6.51,3.99,4714
85054,0.31,Premium,H,VVS1,62.5,58.0,4.31,4.34,2.71,802
68197,0.41,Ideal,D,SI2,62.0,54.0,4.74,4.77,2.95,727
158255,0.3,Ideal,G,IF,62.4,53.0,4.32,4.33,2.7,891
45380,0.32,Premium,F,SI1,59.3,59.0,4.44,4.47,2.64,609
149658,1.51,Ideal,I,VVS1,62.2,57.0,7.36,7.33,4.56,11119
45677,0.3,Ideal,D,VS1,60.3,57.0,4.37,4.4,2.64,862
49443,0.51,Ideal,F,SI1,61.9,55.0,5.17,5.19,3.2,1352
6967,0.5,Ideal,E,VVS2,62.3,57.0,5.05,5.08,3.17,2203
9228,1.51,Premium,H,VS2,62.5,59.0,7.37,7.27,4.57,11105
161037,0.6,Ideal,E,SI1,61.1,56.0,5.44,5.49,3.33,1818
71654,0.91,Good,G,SI2,64.3,57.0,6.07,6.02,3.9,3056
167011,0.63,Good,G,SI2,63.6,58.0,5.52,5.43,3.47,1433
5573,0.41,Very Good,F,VVS2,62.7,59.0,4.74,4.77,2.99,1196
124237,1.05,Ideal,E,SI1,61.3,57.0,6.57,6.59,4.03,5759
161866,0.4,Ideal,E,VS2,62.6,56.0,4.69,4.71,2.94,975
87941,0.3,Ideal,E,VVS2,61.0,56.0,4.32,4.34,2.64,762
187561,0.53,Ideal,G,VS1,61.6,55.0,5.19,5.22,3.21,1827
65427,0.81,Premium,F,VS2,62.4,58.0,5.98,5.92,3.71,3296
155959,1.1,Ideal,G,VS1,62.0,56.0,6.67,6.61,4.12,7406
38595,0.32,Good,D,SI1,63.5,55.0,4.35,4.37,2.76,589
100566,0.5,Very Good,G,SI2,63.9,57.0,4.97,5.0,3.19,1016
168761,0.34,Premium,H,VS2,62.1,58.0,4.5,4.52,2.8,689
38840,1.01,Very Good,E,SI2,61.5,61.0,6.38,6.35,3.91,4149
182163,2.06,Premium,I,SI2,61.0,58.0,8.25,8.21,5.01,15941
77871,0.53,Ideal,E,VS1,61.1,56.0,5.21,5.24,3.19,2145
101606,1.29,Premium,J,VS2,60.3,59.0,7.04,7.01,4.24,6098
163285,0.9,Ideal,I,VVS1,62.5,57.0,6.13,6.1,3.83,4284
27698,1.28,Ideal,G,VVS2,62.3,56.0,6.96,6.93,4.32,11427
174595,0.55,Premium,H,VVS2,60.9,56.0,5.25,5.29,3.21,1696
176615,0.3,Ideal,F,VS1,62.6,55.0,4.31,4.33,2.7,844
67280,0.41,Ideal,G,VS2,61.8,55.0,4.79,4.77,2.96,956
138948,0.34,Premium,H,VVS1,61.2,58.0,4.49,4.52,2.76,740
175286,0.3,Very Good,G,SI1,62.5,56.0,4.24,4.27,2.66,443
142104,1.18,Premium,E,SI1,61.7,60.0,6.8,6.76,4.18,6334
15934,0.33,Premium,G,VS1,61.1,60.0,4.45,4.49,2.73,854
77209,0.93,Very Good,E,SI1,62.3,57.0,6.19,6.23,3.86,4207
145411,1.25,Ideal,G,SI2,62.1,56.0,6.86,6.91,4.28,5006
142793,0.33,Ideal,E,VVS1,62.4,56.0,4.46,4.44,2.78,952
18483,2.02,Premium,I,SI2,61.8,59.0,8.06,8.13,5.0,14047
104515,0.8,Very Good,H,SI1,62.1,57.0,5.93,5.96,3.69,2719
29741,1.2,Very Good,I,SI1,62.1,58.0,6.75,6.79,4.21,5090
140740,1.02,Very Good,G,SI1,62.3,56.0,6.42,6.47,4.02,5197
36899,1.53,Very Good,I,SI2,60.6,58.0,7.42,7.5,4.52,7677
122989,1.42,Very Good,G,I1,62.4,57.0,7.21,7.18,4.49,6079
141790,0.37,Ideal,E,VVS2,61.3,57.0,4.59,4.63,2.83,1018
93901,0.72,Ideal,F,VS2,62.1,56.0,5.78,5.73,3.57,2775
59734,0.56,Premium,G,VS2,60.3,55.0,5.36,5.32,3.23,1698
167624,1.25,Very Good,H,VS2,61.4,58.0,6.98,6.95,4.27,7177
68701,0.28,Ideal,D,VVS1,62.1,57.0,4.15,4.18,2.59,492
81527,0.33,Premium,E,SI1,61.6,58.0,4.45,4.42,2.73,743
8273,0.7,Premium,H,VS1,60.8,61.0,5.72,5.7,3.46,2647
183463,0.5,Good,E,SI2,63.4,61.0,5.03,5.0,3.18,1310
66667,0.54,Ideal,H,VS1,61.4,56.0,5.25,5.27,3.23,1637
35402,0.4,Premium,E,VS1,60.1,58.0,4.79,4.76,2.88,1053
147522,1.01,Premium,G,SI1,61.2,59.0,6.46,6.42,3.95,5699
185199,1.03,Very Good,H,SI2,62.2,59.0,6.4,6.44,3.99,3816
113383,0.7,Ideal,E,VS1,61.8,57.0,5.67,5.71,3.52,3432
2893,1.02,Very Good,D,SI1,61.0,63.0,6.53,6.5,3.96,4515
110047,1.0,Ideal,D,SI1,61.6,56.0,6.41,6.47,3.96,5610
20822,1.21,Ideal,H,SI1,61.7,57.0,6.89,6.85,4.25,5405
87497,1.24,Ideal,E,VS2,62.1,56.0,6.88,6.9,4.28,10278
150972,0.34,Premium,H,VS2,62.6,61.0,4.4,4.42,2.76,551
179795,0.32,Ideal,D,VS2,61.7,56.0,4.41,4.38,2.71,972
161443,0.51,Ideal,G,VVS2,61.4,56.0,5.15,5.2,3.17,1827
109042,0.9,Ideal,I,SI1,62.2,56.0,6.16,6.19,3.85,3455
187352,0.51,Good,F,SI1,63.4,57.0,5.01,5.09,3.2,1250
53249,0.9,Very Good,J,VS1,61.8,58.0,6.17,6.22,3.83,3697
38998,0.32,Ideal,H,VS2,61.0,56.0,4.45,4.49,2.72,516
57739,1.02,Very Good,G,VVS2,62.6,57.0,6.39,6.43,4.01,7589
77585,1.12,Premium,H,SI1,62.1,57.0,6.65,6.63,4.14,5855
85834,1.01,Good,D,SI2,65.8,59.0,6.1,6.15,4.02,3447
206,0.7,Very Good,F,SI1,61.3,59.0,5.7,5.75,3.51,2409
4339,0.91,Ideal,H,VS1,62.0,57.0,6.18,6.22,3.86,4890
50392,2.0,Very Good,H,SI1,63.5,57.0,8.01,7.93,5.06,17172
109005,0.25,Good,E,VVS1,63.3,55.0,3.95,3.98,2.53,586
128338,0.5,Ideal,E,SI1,61.8,54.0,5.09,5.12,3.16,1624
51307,1.02,Very Good,D,SI2,60.6,61.0,6.59,6.53,3.98,4904
276,0.31,Good,F,SI2,63.6,56.0,4.31,4.35,2.75,408
135893,0.41,Good,E,SI1,63.8,57.0,4.69,4.73,3.01,755
6117,1.04,Ideal,G,SI1,61.9,55.0,6.5,6.48,4.01,5127
55829,0.7,Ideal,I,VS2,62.1,56.0,5.75,5.69,3.56,2234
97176,1.25,Premium,H,SI2,61.8,61.0,6.91,6.83,4.25,5740
118814,0.32,Premium,F,VS2,61.8,58.0,4.38,4.36,2.7,645
172384,0.3,Premium,G,VS1,61.3,60.0,4.31,4.28,2.63,776
135211,0.9,Good,G,SI2,63.1,61.0,6.1,6.06,3.83,3514
115813,1.26,Ideal,G,VS2,62.1,56.0,6.92,6.96,4.3,7421
116510,1.14,Good,J,SI2,63.6,60.0,6.55,6.63,4.19,4198
141390,1.02,Very Good,D,VVS2,60.8,58.0,6.47,6.53,3.95,9524
78781,1.01,Good,F,VS2,63.6,58.0,6.29,6.37,4.03,6332
13309,2.01,Very Good,I,VS2,60.9,61.0,8.17,8.14,4.97,15619
125064,1.52,Premium,I,VS1,62.2,58.0,7.31,7.34,4.57,10070
169398,0.41,Very Good,D,VS1,61.6,59.0,4.74,4.81,2.94,1106
159731,2.03,Ideal,I,SI1,62.2,57.0,8.1,8.06,5.03,16805
193031,0.55,Ideal,E,VS2,61.4,56.0,5.26,5.29,3.24,1655
144939,1.02,Very Good,H,SI2,56.6,63.0,6.56,6.59,3.76,3898
152719,0.28,Ideal,F,VVS2,62.0,55.0,4.19,4.23,2.61,612
